air_water,species,temp,limpet,mass_submerged_g,mass_air_g,mass_empty_shell_g,mass_tin_tare_g,mass_dry_gross_g,image_id,mass_tissue_live_g,mass_net_dry_tissue_g,mass_net_disp_g,vol_limpet_cm3,area_shell_mm2,date_collection,date_trial,comment
Air,L._pelta,35,pel695,0.1669,0.4634,0.2699,0.089,0.1315,pel695,0.1935,0.0425,0.2965,0.30382355,149.15,8/30/2013,9/4/2013,nd
Air,L._pelta,35,pel710,0.1034,0.2939,0.1619,0.098,0.1308,pel710,0.132,0.0328,0.1905,0.19520535,109.96,9/4/2013,9/7/2013,nd
Air,L._pelta,35,pel714,0.1205,0.3586,0.1976,0.0882,0.1283,pel714,0.161,0.0401,0.2381,0.24398107,126.48,9/4/2013,9/7/2013,nd
Air,L._pelta,35,pel718,0.0909,0.2756,0.1424,0.0952,0.1299,pel718,0.1332,0.0347,0.1847,0.18926209,98.74,9/4/2013,9/7/2013,nd
Air,L._pelta,37.5,pel471,0.1204,0.3253,0.1876,0.1136,0.1458,pel471,0.1377,0.0322,0.2049,0.20996103,105.38,8/17/2013,8/19/2013,nd
Air,L._pelta,37.5,pel474,0.0359,0.1105,0.0568,0.1314,0.1456,pel474,0.0537,0.0142,0.0746,0.07644262,55.93,8/17/2013,8/19/2013,nd
Air,L._pelta,37.5,pel480,0.0656,0.2001,0.1045,0.1356,0.1594,pel480,0.0956,0.0238,0.1345,0.13782215,89.35,8/17/2013,8/19/2013,nd
Air,L._pelta,37.5,pel494,0.0972,0.265,0.1488,0.1258,0.1564,pel494,0.1162,0.0306,0.1678,0.17194466,92.96,8/17/2013,8/20/2013,nd
Air,L._pelta,37.5,pel499,0.0402,0.1137,0.0664,0.1208,0.1331,pel499,0.0473,0.0123,0.0735,0.07531545,59.51,8/17/2013,8/20/2013,nd
Air,L._pelta,37.5,pel504,0.0749,0.2084,nd,0.1525,0.1743,pel504,nd,0.0218,0.1335,0.13679745,81.14,8/17/2013,8/20/2013,nd
Air,L._pelta,37.5,pel591,0.0875,0.2462,0.1458,0.0925,0.1169,pel591,0.1004,0.0244,0.1587,0.16261989,101.12,8/21/2013,8/26/2013,nd
Air,L._pelta,37.5,pel596,0.1147,0.3042,0.1887,0.0855,0.1157,pel596,0.1155,0.0302,0.1895,0.19418065,110.94,8/21/2013,8/26/2013,nd
Air,L._pelta,37.5,pel598,0.1223,0.3535,0.2091,0.0823,0.1159,pel598,0.1444,0.0336,0.2312,0.23691064,117.34,8/21/2013,8/26/2013,nd
Air,L._pelta,37.5,pel615,0.0896,0.2455,0.1382,0.0973,0.1231,pel615,0.1073,0.0258,0.1559,0.15975073,107.11,8/21/2013,8/27/2013,nd
Air,L._pelta,37.5,pel619,0.1499,0.3917,0.236,0.1106,0.1507,pel619,0.1557,0.0401,0.2418,0.24777246,131.25,8/21/2013,8/27/2013,nd
Air,L._pelta,37.5,pel622,0.0623,0.1654,0.0965,0.1265,0.1435,pel622,0.0689,0.017,0.1031,0.10564657,86.07,8/21/2013,8/27/2013,nd
Air,L._pelta,37.5,pel626,0.1003,0.2569,0.1562,0.096,0.1216,pel626,0.1007,0.0256,0.1566,0.16046802,90.29,8/21/2013,8/28/2013,nd
Air,L._pelta,37.5,pel630,0.0825,0.2135,0.1278,0.1037,0.1271,pel630,0.0857,0.0234,0.131,0.1342357,94.39,8/21/2013,8/28/2013,nd
Air,L._pelta,37.5,pel634,0.1471,0.4054,0.2333,0.0884,0.1324,pel634,0.1721,0.044,0.2583,0.26468001,137.74,8/21/2013,8/28/2013,nd
Air,L._pelta,40,pel187,0.1857,0.4974,0.2886,0.0555,0.1049,pel187,0.2088,0.0494,0.3117,0.31939899,nd,7/26/2013,7/31/2013,nd
Air,L._pelta,40,pel191,0.0842,0.2241,0.1311,0.0567,0.0808,pel191,0.093,0.0241,0.1399,0.14335553,nd,7/26/2013,7/31/2013,nd
Air,L._pelta,40,pel192,0.1916,0.5944,0.3172,0.0553,0.1167,pel192,0.2772,0.0614,0.4028,0.41274916,nd,7/26/2013,7/31/2013,nd
Air,L._pelta,40,pel249,0.1432,0.424,nd,0.1533,0.1939,pel249,nd,0.0406,0.2808,0.28773576,nd,8/2/2013,8/4/2013,nd
Air,L._pelta,40,pel250,0.0693,0.2251,nd,0.1397,0.1657,pel250,nd,0.026,0.1558,0.15964826,nd,8/2/2013,8/4/2013,nd
Air,L._pelta,40,pel252,0.1343,0.3903,nd,0.1809,0.2216,pel252,nd,0.0407,0.256,0.2623232,nd,8/2/2013,8/4/2013,nd
Air,L._pelta,40,pel268,0.0486,0.1287,nd,0.071,0.0799,pel268,nd,0.0089,0.0801,0.08207847,nd,8/2/2013,8/6/2013,nd
Air,L._pelta,40,pel275,0.0333,0.1213,nd,0.0599,0.074,pel275,nd,0.0141,0.088,0.0901736,nd,8/2/2013,8/6/2013,nd
Air,L._pelta,40,pel279,0.0533,0.1326,nd,0.0548,0.0678,pel279,nd,0.013,0.0793,0.08125871,nd,8/2/2013,8/6/2013,nd
Air,L._pelta,40,pel362,0.0928,0.2616,nd,0.0494,0.0761,pel362,nd,0.0267,0.1688,0.17296936,nd,8/9/2013,8/13/2013,nd
Air,L._pelta,40,pel368,0.0821,0.2273,nd,0.0457,0.0744,pel368,nd,0.0287,0.1452,0.14878644,nd,8/9/2013,8/13/2013,nd
Air,L._pelta,40,pel372,0.0726,0.1712,nd,0.046,0.0663,pel372,nd,0.0203,0.0986,0.10103542,nd,8/9/2013,8/13/2013,nd
Air,L._pelta,40,pel530,0.0502,0.138,0.0801,0.0897,0.1033,pel530,0.0579,0.0136,0.0878,0.08996866,66.26,8/17/2013,8/21/2013,nd
Air,L._pelta,40,pel534,0.0626,0.1955,0.109,0.0938,0.1177,pel534,0.0865,0.0239,0.1329,0.13618263,86.91,8/17/2013,8/21/2013,nd
Air,L._pelta,40,pel537,0.0567,0.1743,0.0919,0.1027,0.1276,pel537,0.0824,0.0249,0.1176,0.12050472,71.94,8/17/2013,8/21/2013,nd
Air,L._pelta,40,pel676,0.1481,0.3997,0.2244,0.1187,0.1635,pel676,0.1753,0.0448,0.2516,0.25781452,149.9,8/30/2013,9/4/2013,nd
Air,L._pelta,40,pel680,0.0401,0.1234,0.0644,0.1103,0.1233,pel680,0.059,0.013,0.0833,0.08535751,nd,8/30/2013,9/4/2013,chipped_shell
Air,L._pelta,40,pel684,0.0828,0.2231,0.1254,0.1139,0.1351,pel684,0.0977,0.0212,0.1403,0.14376541,130.68,8/30/2013,9/4/2013,chipped_shell
Air,L._pelta,40,pel699,0.1602,0.4098,0.2554,0.1132,0.1494,pel699,0.1544,0.0362,0.2496,0.25576512,128.56,8/30/2013,9/5/2013,nd
Air,L._pelta,40,pel703,0.1114,0.3057,0.1779,0.1093,0.1428,pel703,0.1278,0.0335,0.1943,0.19909921,120.28,8/30/2013,9/5/2013,nd
Air,L._pelta,40,pel707,0.1768,0.4354,0.2793,0.1075,0.1485,pel707,0.1561,0.041,0.2586,0.26498742,143.35,8/30/2013,9/5/2013,nd
Air,L._pelta,40,pel721,0.0768,0.2307,0.1366,0.0899,0.1143,pel721,0.0941,0.0244,0.1539,0.15770133,105.28,9/4/2013,9/7/2013,nd
Air,L._pelta,40,pel725,0.1203,0.3385,0.2008,0.0937,0.1268,pel725,0.1377,0.0331,0.2182,0.22358954,121.9,9/4/2013,9/7/2013,nd
Air,L._pelta,40,pel729,0.1738,0.4531,0.2805,0.0952,0.1403,pel729,0.1726,0.0451,0.2793,0.28619871,140.76,9/4/2013,9/7/2013,nd
Air,L._scabra,10,sca148,0.1182,0.2923,nd,0.0792,0.1069,sca148,nd,0.0277,0.1741,0.17840027,nd,7/23/2013,7/29/2013,nd
Air,L._scabra,10,sca155,0.1041,0.2696,nd,0.0689,0.0975,sca155,nd,0.0286,0.1655,0.16958785,nd,7/23/2013,7/29/2013,nd
Air,L._scabra,10,sca158,0.0835,0.2047,nd,0.073,0.0916,sca158,nd,0.0186,0.1212,0.12419364,nd,7/23/2013,7/29/2013,nd
Air,L._scabra,10,sca233,0.1452,0.319,nd,0.114,0.1389,sca233,nd,0.0249,0.1738,0.17809286,nd,7/29/2013,8/2/2013,nd
Air,L._scabra,10,sca236,0.0484,0.1157,nd,0.1689,0.1784,sca236,nd,0.0095,0.0673,0.06896231,nd,7/29/2013,8/2/2013,nd
Air,L._scabra,10,sca242,0.0621,0.1509,nd,0.1443,0.1608,sca242,nd,0.0165,0.0888,0.09099336,nd,7/29/2013,8/2/2013,nd
Air,L._scabra,10,sca325,0.097,0.2681,nd,0.0618,0.0995,sca325,nd,0.0377,0.1711,0.17532617,90.76,8/6/2013,8/9/2013,nd
Air,L._scabra,10,sca332,0.4494,1.0175,nd,0.0632,0.1392,sca332,nd,0.076,0.5681,0.58213207,199.16,8/6/2013,8/9/2013,nd
Air,L._scabra,10,sca334,0.1174,0.3164,nd,0.0661,0.102,sca334,nd,0.0359,0.199,0.2039153,94.13,8/6/2013,8/9/2013,nd
Air,L._scabra,10,sca401,0.0414,0.11,0.0641,0.0551,0.0684,sca401,0.0459,0.0133,0.0686,0.07029442,54.34,8/12/2013,8/15/2013,nd
Air,L._scabra,10,sca404,0.0935,0.2092,0.1508,0.0578,0.0805,sca404,0.0584,0.0227,0.1157,0.11855779,98.75,8/12/2013,8/15/2013,nd
Air,L._scabra,10,sca408,0.0404,0.1031,0.0652,0.0642,0.0748,sca408,0.0379,0.0106,0.0627,0.06424869,55.31,8/12/2013,8/15/2013,nd
Air,L._scabra,10,sca436,0.0907,0.2206,nd,0.1014,0.1197,sca436,nd,0.0183,0.1299,0.13310853,97.4,8/12/2013,8/18/2013,nd
Air,L._scabra,10,sca438,0.1328,0.3457,0.2168,0.1048,0.132,sca438,0.1289,0.0272,0.2129,0.21815863,118.83,8/12/2013,8/18/2013,nd
Air,L._scabra,10,sca444,0.0615,0.1672,0.0999,0.1298,0.1448,sca444,0.0673,0.015,0.1057,0.10831079,88.67,8/12/2013,8/18/2013,nd
Air,L._scabra,10,sca460,0.1409,0.3452,0.2217,0.1103,0.1358,sca460,0.1235,0.0255,0.2043,0.20934621,117.54,8/12/2013,8/19/2013,nd
Air,L._scabra,10,sca466,0.0494,0.1294,0.0758,0.1087,0.1202,sca466,0.0536,0.0115,0.08,0.081976,77.13,8/12/2013,8/19/2013,nd
Air,L._scabra,10,sca467,0.0653,0.1864,0.1003,0.1088,0.1279,sca467,0.0861,0.0191,0.1211,0.12409117,81.6,8/12/2013,8/19/2013,nd
Air,L._scabra,10,sca758,0.0972,0.2452,0.1685,0.0954,0.1169,sca758,0.0767,0.0215,0.148,0.1516556,88.46,9/4/2013,9/10/2013,nd
Air,L._scabra,10,sca762,0.1802,0.4461,0.3073,0.1121,0.1503,sca762,0.1388,0.0382,0.2659,0.27246773,137.32,9/4/2013,9/10/2013,nd
Air,L._scabra,10,sca766,0.0917,0.2184,0.1574,0.0981,0.1139,sca766,0.061,0.0158,0.1267,0.12982949,89.42,9/4/2013,9/10/2013,nd
Air,L._scabra,10,sca805,0.114,0.2691,0.1851,0.0959,0.1184,sca805,0.084,0.0225,0.1551,0.15893097,104.32,9/9/2013,9/12/2013,nd
Air,L._scabra,10,sca809,0.1669,0.3818,0.2689,0.109,0.1361,sca809,0.1129,0.0271,0.2149,0.22020803,145.34,9/9/2013,9/12/2013,nd
Air,L._scabra,10,sca813,0.1044,0.297,0.1782,0.0815,0.1099,sca813,0.1188,0.0284,0.1926,0.19735722,112.1,9/9/2013,9/12/2013,nd
Air,L._scabra,10,sca841,0.2402,0.5682,0.4031,0.0991,0.1429,sca841,0.1651,0.0438,0.328,0.3361016,146.38,9/9/2013,9/13/2013,nd
Air,L._scabra,10,sca845,0.1332,0.3133,0.2271,0.0941,0.1142,sca845,0.0862,0.0201,0.1801,0.18454847,116.31,9/9/2013,9/13/2013,nd
Air,L._scabra,10,sca849,0.2264,0.5262,0.3842,0.0937,0.1252,sca849,0.142,0.0315,0.2998,0.30720506,131.03,9/9/2013,9/13/2013,nd
Air,L._scabra,10,sca866,0.2371,0.5503,0.3995,0.0888,0.1258,sca866,0.1508,0.037,0.3132,0.32093604,162.61,9/9/2013,9/14/2013,nd
Air,L._scabra,10,sca870,0.1612,0.3866,0.2691,0.1016,0.1302,sca870,0.1175,0.0286,0.2254,0.23096738,120.57,9/9/2013,9/14/2013,nd
Air,L._scabra,10,sca874,0.1455,0.3616,0.2499,0.0845,0.1123,sca874,0.1117,0.0278,0.2161,0.22143767,120.95,9/9/2013,9/14/2013,nd
Air,L._scabra,15,sca162,0.1001,0.2544,nd,0.0676,0.0927,sca162,nd,0.0251,0.1543,0.15811121,nd,7/23/2013,7/29/2013,nd
Air,L._scabra,15,sca166,0.1754,0.4434,nd,0.0678,0.1106,sca166,nd,0.0428,0.268,0.2746196,nd,7/23/2013,7/29/2013,nd
Air,L._scabra,15,sca170,0.1232,0.2889,nd,0.0715,0.0973,sca170,nd,0.0258,0.1657,0.16979279,nd,7/23/2013,7/29/2013,nd
Air,L._scabra,15,sca198,0.1012,0.2745,nd,0.0455,0.0791,sca198,nd,0.0336,0.1733,0.17758051,nd,7/29/2013,8/1/2013,nd
Air,L._scabra,15,sca201,0.1789,0.3966,nd,0.0495,0.0839,sca201,nd,0.0344,0.2177,0.22307719,nd,7/29/2013,8/1/2013,nd
Air,L._scabra,15,sca203,0.1103,0.2487,nd,0.0457,0.066,sca203,nd,0.0203,0.1384,0.14181848,nd,7/29/2013,8/1/2013,nd
Air,L._scabra,15,sca258,0.1389,0.3211,nd,0.0575,0.0848,sca258,nd,0.0273,0.1822,0.18670034,nd,8/2/2013,8/5/2013,nd
Air,L._scabra,15,sca261,0.096,0.235,nd,0.0576,0.0787,sca261,nd,0.0211,0.139,0.1424333,nd,8/2/2013,8/5/2013,nd
Air,L._scabra,15,sca264,0.0756,0.1783,nd,0.0555,0.0711,sca264,nd,0.0156,0.1027,0.10523669,nd,8/2/2013,8/5/2013,nd
Air,L._scabra,15,sca373,0.1531,0.3677,0.232,0.0486,0.0816,sca373,0.1357,0.033,0.2146,0.21990062,122.21,8/12/2013,8/14/2013,nd
Air,L._scabra,15,sca378,0.0695,0.1355,0.0858,0.0484,0.0614,sca378,0.0497,0.013,0.066,0.0676302,62.09,8/12/2013,8/14/2013,nd
Air,L._scabra,15,sca380,0.0676,0.1241,0.087,0.0801,0.0894,sca380,0.0371,0.0093,0.0565,0.05789555,65.36,8/12/2013,8/14/2013,nd
Air,L._scabra,15,sca447,0.1045,0.2628,0.1771,0.1412,0.1622,sca447,0.0857,0.021,0.1583,0.16221001,107.22,8/12/2013,8/18/2013,nd
Air,L._scabra,15,sca452,0.0739,0.1863,0.1231,0.1303,0.1449,sca452,0.0632,0.0146,0.1124,0.11517628,81.93,8/12/2013,8/18/2013,nd
Air,L._scabra,15,sca453,0.1728,0.4431,0.275,0.099,0.1351,sca453,0.1681,0.0361,0.2703,0.27697641,150.09,8/12/2013,8/18/2013,nd
Air,L._scabra,15,sca771,0.0995,0.2365,0.1713,0.0892,0.1046,sca771,0.0652,0.0154,0.137,0.1403839,97.58,9/4/2013,9/10/2013,nd
Air,L._scabra,15,sca775,0.1812,0.4005,0.2929,0.1017,0.1312,sca775,0.1076,0.0295,0.2193,0.22471671,116.61,9/4/2013,9/10/2013,nd
Air,L._scabra,15,sca779,0.1051,0.2502,0.1826,0.1027,0.1195,sca779,0.0676,0.0168,0.1451,0.14868397,101.97,9/4/2013,9/10/2013,nd
Air,L._scabra,15,sca794,0.0827,0.2341,0.1404,0.1093,0.1358,sca794,0.0937,0.0265,0.1514,0.15513958,99.57,9/4/2013,9/11/2013,nd
Air,L._scabra,15,sca798,0.1099,0.2603,0.1847,0.1129,0.1316,sca798,0.0756,0.0187,0.1504,0.15411488,94.73,9/4/2013,9/11/2013,nd
Air,L._scabra,15,sca802,0.129,0.2986,0.2244,0.1114,0.1317,sca802,0.0742,0.0203,0.1696,0.17378912,109.52,9/4/2013,9/11/2013,nd
Air,L._scabra,15,sca855,0.1893,0.4877,0.3135,0.0932,0.1418,sca855,0.1742,0.0486,0.2984,0.30577048,150.64,9/9/2013,9/13/2013,chipped_shell
Air,L._scabra,15,sca859,0.1395,0.3528,0.2378,0.0894,0.1188,sca859,0.115,0.0294,0.2133,0.21856851,121.63,9/9/2013,9/13/2013,nd
Air,L._scabra,15,sca863,0.1332,0.3326,0.2212,0.097,0.1247,sca863,0.1114,0.0277,0.1994,0.20432518,111.41,9/9/2013,9/13/2013,nd
Air,L._scabra,15,sca891,0.1227,0.3322,0.211,0.0951,0.128,sca891,0.1212,0.0329,0.2095,0.21467465,113.17,9/9/2013,9/15/2013,nd
Air,L._scabra,15,sca895,0.1167,0.2983,0.1967,0.1035,0.132,sca895,0.1016,0.0285,0.1816,0.18608552,115.49,9/9/2013,9/15/2013,nd
Air,L._scabra,15,sca899,0.114,0.2929,0.1934,0.0797,0.1051,sca899,0.0995,0.0254,0.1789,0.18331883,117.99,9/9/2013,9/15/2013,nd
Air,L._scabra,20,sca125,0.1084,0.2508,nd,0.0928,0.1123,sca125,nd,0.0195,0.1424,0.14591728,nd,7/20/2013,7/25/2013,nd
Air,L._scabra,20,sca127,0.0458,0.1119,nd,0.0733,0.0868,sca127,nd,0.0135,0.0661,0.06773267,nd,7/20/2013,7/25/2013,nd
Air,L._scabra,20,sca134,0.0513,0.1263,nd,0.0734,0.0877,sca134,nd,0.0143,0.075,0.0768525,nd,7/20/2013,7/25/2013,nd
Air,L._scabra,20,sca294,0.0385,0.0958,0.061,0.0728,0.0804,sca294,0.0348,0.0076,0.0573,0.05871531,54.59,8/5/2013,8/7/2013,nd
Air,L._scabra,20,sca298,0.0185,0.0484,0.0295,0.0577,0.0645,sca298,0.0189,0.0068,0.0299,0.03063853,37.02,8/5/2013,8/7/2013,nd
Air,L._scabra,20,sca299,0.0253,0.0758,0.0391,0.059,0.0709,sca299,0.0367,0.0119,0.0505,0.05174735,36.93,8/5/2013,8/7/2013,nd
Air,L._scabra,20,sca353,0.0497,0.1338,nd,0.1452,0.1619,sca353,nd,0.0167,0.0841,0.08617727,67.47,8/9/2013,8/12/2013,nd
Air,L._scabra,20,sca354,0.2022,0.433,nd,0.1945,0.2301,sca354,nd,0.0356,0.2308,0.23650076,145.46,8/9/2013,8/12/2013,nd
Air,L._scabra,20,sca360,0.1311,0.2907,nd,0.135,0.1587,sca360,nd,0.0237,0.1596,0.16354212,121.54,8/9/2013,8/12/2013,nd
Air,L._scabra,20,sca507,0.0875,0.2447,0.1431,0.1013,0.1248,sca507,0.1016,0.0235,0.1572,0.16108284,93.1,8/17/2013,8/21/2013,nd
Air,L._scabra,20,sca511,0.0991,0.2336,0.1575,0.0965,0.1142,sca511,0.0761,0.0177,0.1345,0.13782215,88.35,8/17/2013,8/21/2013,nd
Air,L._scabra,20,sca514,0.0962,0.2283,0.1478,0.1041,0.1216,sca514,0.0805,0.0175,0.1321,0.13536287,84.05,8/17/2013,8/21/2013,nd
Air,L._scabra,20,sca784,0.0833,0.1989,0.1428,0.0907,0.105,sca784,0.0561,0.0143,0.1156,0.11845532,95.29,9/4/2013,9/11/2013,nd
Air,L._scabra,20,sca788,0.0747,0.2128,0.123,0.1092,0.1353,sca788,0.0898,0.0261,0.1381,0.14151107,82.55,9/4/2013,9/11/2013,nd
Air,L._scabra,20,sca792,0.1394,0.3844,0.2336,0.0861,0.1271,sca792,0.1508,0.041,0.245,0.2510515,121,9/4/2013,9/11/2013,nd
Air,L._scabra,20,sca831,0.1423,0.3772,0.2414,0.1393,0.1745,sca831,0.1358,0.0352,0.2349,0.24070203,127.3,9/9/2013,9/13/2013,nd
Air,L._scabra,20,sca835,0.1822,0.4402,0.314,0.1207,0.1526,sca835,0.1262,0.0319,0.258,0.2643726,140.4,9/9/2013,9/13/2013,nd
Air,L._scabra,20,sca839,0.1132,0.2741,0.1892,0.0818,0.1023,sca839,0.0849,0.0205,0.1609,0.16487423,101.24,9/9/2013,9/13/2013,nd
Air,L._scabra,20,sca902,0.1439,0.3623,0.247,0.0916,0.1221,sca902,0.1153,0.0305,0.2184,0.22379448,116.05,9/9/2013,9/15/2013,nd
Air,L._scabra,20,sca906,0.074,0.1952,0.1332,0.1025,0.1171,sca906,0.062,0.0146,0.1212,0.12419364,87.91,9/9/2013,9/15/2013,nd
Air,L._scabra,20,sca910,0.1085,0.3036,0.2117,0.0743,0.0972,sca910,0.0919,0.0229,0.1951,0.19991897,109.3,9/9/2013,9/15/2013,nd
Air,L._scabra,25,sca102,0.0958,0.2475,nd,0.1109,0.1402,sca102,nd,0.0293,0.1517,0.15544699,nd,7/20/2013,7/23/2013,nd
Air,L._scabra,25,sca109,0.0851,0.2187,nd,0.1041,0.1263,sca109,nd,0.0222,0.1336,0.13689992,nd,7/20/2013,7/23/2013,nd
Air,L._scabra,25,sca110,0.1386,0.3234,nd,0.0873,0.1161,sca110,nd,0.0288,0.1848,0.18936456,nd,7/20/2013,7/23/2013,nd
Air,L._scabra,25,sca172,0.1253,0.31,nd,0.0534,0.0838,sca172,nd,0.0304,0.1847,0.18926209,nd,7/25/2013,7/30/2013,nd
Air,L._scabra,25,sca174,0.0497,0.1254,nd,0.1014,0.1174,sca174,nd,0.016,0.0757,0.07756979,nd,7/25/2013,7/30/2013,nd
Air,L._scabra,25,sca179,0.1309,0.3219,nd,0.0613,0.0927,sca179,nd,0.0314,0.191,0.1957177,nd,7/25/2013,7/30/2013,nd
Air,L._scabra,25,sca301,0.2338,0.5827,nd,0.0661,0.1157,sca301,nd,0.0496,0.3489,0.35751783,135.04,8/6/2013,8/8/2013,nd
Air,L._scabra,25,sca305,0.1771,0.4095,nd,0.0558,0.0869,sca305,nd,0.0311,0.2324,0.23814028,105.46,8/6/2013,8/8/2013,nd
Air,L._scabra,25,sca307,0.1046,0.2926,nd,0.0544,0.0825,sca307,nd,0.0281,0.188,0.1926436,79.58,8/6/2013,8/8/2013,nd
Air,L._scabra,25,sca388,0.0675,0.1662,0.1057,0.0838,0.1034,sca388,0.0605,0.0196,0.0987,0.10113789,86.19,8/12/2013,8/14/2013,nd
Air,L._scabra,25,sca392,0.1012,0.148,0.1168,0.08,0.0886,sca392,0.0312,0.0086,0.0468,0.04795596,71.79,8/12/2013,8/14/2013,nd
Air,L._scabra,25,sca393,0.1273,0.214,0.1538,0.095,0.1159,sca393,0.0602,0.0209,0.0867,0.08884149,94.45,8/12/2013,8/14/2013,nd
Air,L._scabra,25,sca556,0.0744,0.2104,0.1258,0.0951,0.1165,sca556,0.0846,0.0214,0.136,0.1393592,95.21,8/21/2013,8/23/2013,nd
Air,L._scabra,25,sca560,0.0509,0.1515,0.0843,0.0952,0.1128,sca560,0.0672,0.0176,0.1006,0.10308482,73.61,8/21/2013,8/23/2013,nd
Air,L._scabra,25,sca562,0.0904,0.231,0.1438,0.1162,0.1362,sca562,0.0872,0.02,0.1406,0.14407282,96.44,8/21/2013,8/23/2013,nd
Air,L._scabra,25,sca748,0.1066,0.2335,0.1757,0.074,0.0909,sca748,0.0578,0.0169,0.1269,0.13003443,85.84,9/4/2013,9/9/2013,nd
Air,L._scabra,25,sca752,0.1311,0.3446,0.2258,0.0875,0.1218,sca752,0.1188,0.0343,0.2135,0.21877345,130.79,9/4/2013,9/9/2013,nd
Air,L._scabra,25,sca756,0.0745,0.1979,0.1293,0.0854,0.1037,sca756,0.0686,0.0183,0.1234,0.12644798,83.2,9/4/2013,9/9/2013,nd
Air,L._scabra,25,sca817,0.1207,0.3004,0.197,0.0808,0.1069,sca817,0.1034,0.0261,0.1797,0.18413859,114.36,9/9/2013,9/12/2013,nd
Air,L._scabra,25,sca821,0.0761,0.2152,0.1283,0.1047,0.1269,sca821,0.0869,0.0222,0.1391,0.14253577,98.67,9/9/2013,9/12/2013,nd
Air,L._scabra,25,sca825,0.1515,0.3676,0.2465,0.1043,0.1351,sca825,0.1211,0.0308,0.2161,0.22143767,138.52,9/9/2013,9/12/2013,nd
Air,L._scabra,25,sca878,0.1765,0.4091,0.2989,0.078,0.1069,sca878,0.1102,0.0289,0.2326,0.23834522,129.79,9/9/2013,9/14/2013,nd
Air,L._scabra,25,sca882,0.0512,0.1302,0.0859,0.0965,0.1088,sca882,0.0443,0.0123,0.079,0.0809513,68.23,9/9/2013,9/14/2013,nd
Air,L._scabra,25,sca886,0.1193,0.3103,0.2005,0.0768,0.1085,sca886,0.1098,0.0317,0.191,0.1957177,110.31,9/9/2013,9/14/2013,nd
Air,L._scabra,30,sca118,0.1571,0.3694,nd,0.0721,0.1082,sca118,nd,0.0361,0.2123,0.21754381,nd,7/20/2013,7/24/2013,nd
Air,L._scabra,30,sca120,0.1794,0.4131,nd,0.1643,0.2053,sca120,nd,0.041,0.2337,0.23947239,nd,7/20/2013,7/24/2013,nd
Air,L._scabra,30,sca284,0.037,0.1032,nd,0.0587,0.0719,sca284,nd,0.0132,0.0662,0.06783514,nd,8/5/2013,8/7/2013,nd
Air,L._scabra,30,sca289,0.0482,0.1301,0.0736,0.0625,0.0822,sca289,0.0565,0.0197,0.0819,0.08392293,nd,8/5/2013,8/7/2013,nd
Air,L._scabra,30,sca291,0.0244,0.0671,0.0401,0.0638,nd,sca291,0.027,nd,0.0427,0.04375469,43.63,8/5/2013,8/7/2013,nd
Air,L._scabra,30,sca315,0.1663,0.4196,nd,0.0629,0.0986,sca315,nd,0.0357,0.2533,0.25955651,124.58,8/6/2013,8/8/2013,nd
Air,L._scabra,30,sca318,0.0778,0.1918,nd,0.0511,0.068,sca318,nd,0.0169,0.114,0.1168158,78.09,8/6/2013,8/8/2013,nd
Air,L._scabra,30,sca320,0.166,0.4489,nd,0.0706,0.119,sca320,nd,0.0484,0.2829,0.28988763,153.88,8/6/2013,8/8/2013,nd
Air,L._scabra,30,sca409,0.1152,0.2943,0.1889,0.1328,0.1525,sca409,0.1054,0.0197,0.1791,0.18352377,84.32,8/12/2013,8/16/2013,nd
Air,L._scabra,30,sca413,0.081,0.2352,0.1313,0.1227,0.1492,sca413,0.1039,0.0265,0.1542,0.15800874,106.66,8/12/2013,8/16/2013,nd
Air,L._scabra,30,sca415,0.0561,0.1568,0.0921,0.1001,0.1162,sca415,0.0647,0.0161,0.1007,0.10318729,84.39,8/12/2013,8/16/2013,nd
Air,L._scabra,30,sca419,0.0718,0.1993,0.1171,0.1351,0.1549,sca419,0.0822,0.0198,0.1275,0.13064925,86.21,8/12/2013,8/16/2013,nd
Air,L._scabra,30,sca542,0.0717,0.1756,0.1199,0.123,0.1357,sca542,0.0557,0.0127,0.1039,0.10646633,75.68,8/17/2013,8/22/2013,nd
Air,L._scabra,30,sca546,0.0665,0.1584,0.1096,0.0834,0.095,sca546,0.0488,0.0116,0.0919,0.09416993,75.58,8/17/2013,8/22/2013,nd
Air,L._scabra,30,sca551,0.0646,0.1712,0.1005,0.0891,0.1066,sca551,0.0707,0.0175,0.1066,0.10923302,79.98,8/17/2013,8/22/2013,nd
Air,L._scabra,30,sca639,0.1147,0.2662,0.1889,0.0884,0.1063,sca639,0.0773,0.0179,0.1515,0.15524205,86.3,8/30/2013,9/2/2013,nd
Air,L._scabra,30,sca643,0.1023,0.2407,0.164,0.1062,0.1247,sca643,0.0767,0.0185,0.1384,0.14181848,95.75,8/30/2013,9/2/2013,nd
Air,L._scabra,30,sca647,0.1327,0.3157,0.2204,0.1096,0.1354,sca647,0.0953,0.0258,0.183,0.1875201,112.84,8/30/2013,9/2/2013,nd
Air,L._scabra,30,sca664,0.1125,0.2775,0.176,0.1158,0.1437,sca664,0.1015,0.0279,0.165,0.1690755,110.83,8/30/2013,9/3/2013,nd
