air_water,species,temp,limpet,mass_submerged_g,mass_air_g,mass_empty_shell_g,mass_tin_tare_g,mass_dry_gross_g,image_id,mass_tissue_live_g,mass_net_dry_tissue_g,mass_net_disp_g,vol_limpet_cm3,area_shell_mm2,date_collection,date_trial,comment
Air,L._limatula,40,lim723,0.2939,0.7913,0.4869,0.0913,0.1622,lim723,0.3044,0.0709,0.4974,0.50968578,218.22,9/4/2013,9/7/2013,nd
Air,L._limatula,40,lim727,0.1751,0.4045,0.2923,0.0939,0.1206,lim727,0.1122,0.0267,0.2294,0.23506618,117.14,9/4/2013,9/7/2013,nd
Air,L._limatula,40,lim731,0.1551,0.4251,0.2549,0.0957,0.1368,lim731,0.1702,0.0411,0.27,0.276669,158.37,9/4/2013,9/7/2013,nd
Air,L._pelta,10,pel149,0.1591,0.5094,nd,0.0856,0.1493,pel149,nd,0.0637,0.3503,0.35895241,nd,7/23/2013,7/29/2013,nd
Air,L._pelta,10,pel154,0.0565,0.1656,nd,0.0779,0.1009,pel154,nd,0.023,0.1091,0.11179477,nd,7/23/2013,7/29/2013,nd
Air,L._pelta,10,pel159,0.0749,0.2241,nd,0.0672,0.0944,pel159,nd,0.0272,0.1492,0.15288524,nd,7/23/2013,7/29/2013,nd
Air,L._pelta,10,pel235,0.1345,0.3561,nd,0.1693,0.2061,pel235,nd,0.0368,0.2216,0.22707352,nd,7/29/2013,8/2/2013,nd
Air,L._pelta,10,pel237,0.0938,0.2484,nd,0.1441,0.1705,pel237,nd,0.0264,0.1546,0.15841862,nd,7/29/2013,8/2/2013,nd
Air,L._pelta,10,pel243,0.1111,0.2769,nd,0.1287,0.158,pel243,nd,0.0293,0.1658,0.16989526,nd,7/29/2013,8/2/2013,nd
Air,L._pelta,10,pel327,0.0523,0.152,nd,0.0536,0.0758,pel327,nd,0.0222,0.0997,0.10216259,nd,8/6/2013,8/9/2013,nd
Air,L._pelta,10,pel329,0.0961,0.2496,nd,0.0598,0.0855,pel329,nd,0.0257,0.1535,0.15729145,nd,8/6/2013,8/9/2013,nd
Air,L._pelta,10,pel335,0.1487,0.4149,nd,0.0654,0.1183,pel335,nd,0.0529,0.2662,0.27277514,nd,8/6/2013,8/9/2013,nd
Air,L._pelta,10,pel398,0.0615,0.1689,0.0978,0.0635,0.084,pel398,0.0711,0.0205,0.1074,0.11005278,74.89,8/12/2013,8/15/2013,chipped_shell
Air,L._pelta,10,pel402,0.0901,0.2622,0.1502,0.0618,0.0971,pel402,0.112,0.0353,0.1721,0.17635087,106.61,8/12/2013,8/15/2013,nd
Air,L._pelta,10,pel407,0.1087,0.3112,nd,0.0649,0.1076,pel407,nd,0.0427,0.2025,0.20750175,110.32,8/12/2013,8/15/2013,nd
Air,L._pelta,10,pel434,0.0718,0.2078,0.1122,0.1011,0.1241,pel434,0.0956,0.023,0.136,0.1393592,82.07,8/12/2013,8/18/2013,nd
Air,L._pelta,10,pel440,0.0399,0.1069,nd,0.1193,0.1338,pel440,nd,0.0145,0.067,0.0686549,56.75,8/12/2013,8/18/2013,nd
Air,L._pelta,10,pel442,0.1505,0.4428,0.2361,0.0955,0.1462,pel442,0.2067,0.0507,0.2923,0.29951981,132.41,8/12/2013,8/18/2013,nd
Air,L._pelta,10,pel457,0.1204,0.3829,0.1839,0.117,0.1571,pel457,0.199,0.0401,0.2625,0.26898375,112.77,8/12/2013,8/19/2013,nd
Air,L._pelta,10,pel458,0.0773,0.2384,0.1175,0.1282,0.1564,pel458,0.1209,0.0282,0.1611,0.16507917,90.71,8/12/2013,8/19/2013,nd
Air,L._pelta,10,pel462,0.0421,0.1391,0.0658,0.0974,0.1165,pel462,0.0733,0.0191,0.097,0.0993959,59.64,8/12/2013,8/19/2013,nd
Air,L._pelta,10,pel465,0.1137,0.302,0.1719,0.0939,0.1201,pel465,0.1301,0.0262,0.1883,0.19295101,101.88,8/12/2013,8/19/2013,nd
Air,L._pelta,10,pel757,0.0793,0.2567,0.1306,0.1086,0.1464,pel757,0.1261,0.0378,0.1774,0.18178178,91.5,9/4/2013,9/10/2013,nd
Air,L._pelta,10,pel761,0.0814,0.2284,0.1289,0.0929,0.1209,pel761,0.0995,0.028,0.147,0.1506309,94.11,9/4/2013,9/10/2013,nd
Air,L._pelta,10,pel765,0.0772,0.2433,0.126,0.1105,0.1424,pel765,0.1173,0.0319,0.1661,0.17020267,104.33,9/4/2013,9/10/2013,nd
Air,L._pelta,10,pel808,0.1427,0.4036,0.2243,0.0965,0.1383,pel808,0.1793,0.0418,0.2609,0.26734423,135.44,9/9/2013,9/12/2013,nd
Air,L._pelta,10,pel812,0.1425,0.405,0.2248,0.0935,0.1388,pel812,0.1802,0.0453,0.2625,0.26898375,118.68,9/9/2013,9/12/2013,nd
Air,L._pelta,10,pel816,0.0767,0.2122,0.1182,0.0908,0.1159,pel816,0.094,0.0251,0.1355,0.13884685,80.1,9/9/2013,9/12/2013,nd
Air,L._pelta,10,pel843,0.1225,0.3769,0.207,0.0911,0.132,pel843,0.1699,0.0409,0.2544,0.26068368,135.93,9/9/2013,9/13/2013,nd
Air,L._pelta,10,pel847,0.1052,0.292,0.1735,0.1125,0.1424,pel847,0.1185,0.0299,0.1868,0.19141396,117.52,9/9/2013,9/13/2013,nd
Air,L._pelta,10,pel851,0.1688,0.509,0.2772,0.1074,0.1624,pel851,0.2318,0.055,0.3402,0.34860294,160.45,9/9/2013,9/13/2013,nd
Air,L._pelta,10,pel865,0.1108,0.3355,0.1844,0.1058,0.1399,pel865,0.1511,0.0341,0.2247,0.23025009,139.45,9/9/2013,9/14/2013,nd
Air,L._pelta,10,pel869,0.1344,0.358,0.2237,0.0832,0.117,pel869,0.1343,0.0338,0.2236,0.22912292,122.13,9/9/2013,9/14/2013,nd
Air,L._pelta,10,pel873,0.1433,0.4113,0.2328,0.0878,0.1291,pel873,0.1785,0.0413,0.268,0.2746196,138.25,9/9/2013,9/14/2013,nd
Air,L._pelta,15,pel163,0.0697,0.1788,nd,0.0682,0.0891,pel163,nd,0.0209,0.1091,0.11179477,nd,7/23/2013,7/29/2013,nd
Air,L._pelta,15,pel169,0.0718,0.1982,nd,0.065,0.0896,pel169,nd,0.0246,0.1264,0.12952208,nd,7/23/2013,7/29/2013,nd
Air,L._pelta,15,pel171,0.0513,0.1523,nd,0.0682,0.0881,pel171,nd,0.0199,0.101,0.1034947,nd,7/23/2013,7/29/2013,nd
Air,L._pelta,15,pel196,0.079,0.2159,nd,0.0729,0.0993,pel196,nd,0.0264,0.1369,0.14028143,nd,7/29/2013,8/1/2013,nd
Air,L._pelta,15,pel204,0.085,0.238,nd,0.0586,0.0922,pel204,nd,0.0336,0.153,0.1567791,nd,7/29/2013,8/1/2013,nd
Air,L._pelta,15,pel207,0.1168,0.3154,nd,0.0425,0.0914,pel207,nd,0.0489,0.1986,0.20350542,nd,7/29/2013,8/1/2013,nd
Air,L._pelta,15,pel259,0.0861,0.2572,nd,0.0696,0.0972,pel259,nd,0.0276,0.1711,0.17532617,nd,8/2/2013,8/5/2013,nd
Air,L._pelta,15,pel260,0.0455,0.1347,nd,0.075,0.0922,pel260,nd,0.0172,0.0892,0.09140324,nd,8/2/2013,8/5/2013,nd
Air,L._pelta,15,pel265,0.0402,0.1388,nd,0.0624,0.0829,pel265,nd,0.0205,0.0986,0.10103542,nd,8/2/2013,8/5/2013,nd
Air,L._pelta,15,pel376,0.091,0.2066,0.1072,0.0764,0.1045,pel376,0.0994,0.0281,0.1156,0.11845532,86.68,8/12/2013,8/14/2013,nd
Air,L._pelta,15,pel382,0.0964,0.2285,0.1291,0.0861,0.1137,pel382,0.0994,0.0276,0.1321,0.13536287,90.35,8/12/2013,8/14/2013,nd
Air,L._pelta,15,pel383,0.1542,0.316,0.1821,0.0823,0.1197,pel383,0.1339,0.0374,0.1618,0.16579646,101.22,8/12/2013,8/14/2013,nd
Air,L._pelta,15,pel446,0.0636,0.2111,0.1003,0.1112,0.1391,pel446,0.1108,0.0279,0.1475,0.15114325,93.25,8/12/2013,8/18/2013,nd
Air,L._pelta,15,pel450,0.099,0.3037,0.1513,0.1217,0.1609,pel450,0.1524,0.0392,0.2047,0.20975609,112.19,8/12/2013,8/18/2013,nd
Air,L._pelta,15,pel454,0.1564,0.472,0.2485,0.1308,0.187,pel454,0.2235,0.0562,0.3156,0.32339532,144.32,8/12/2013,8/18/2013,nd
Air,L._pelta,15,pel769,0.0681,0.1868,0.1063,0.1082,0.1291,pel769,0.0805,0.0209,0.1187,0.12163189,79.52,9/4/2013,9/10/2013,nd
Air,L._pelta,15,pel773,0.0953,0.2913,0.1543,0.0838,0.1172,pel773,0.137,0.0334,0.196,0.2008412,98.56,9/4/2013,9/10/2013,nd
Air,L._pelta,15,pel777,0.0721,0.2043,0.1151,0.0914,0.1144,pel777,0.0892,0.023,0.1322,0.13546534,72.74,9/4/2013,9/10/2013,nd
Air,L._pelta,15,pel795,0.199,0.5991,0.3211,0.1127,0.1824,pel795,0.278,0.0697,0.4001,0.40998247,176.13,9/4/2013,9/11/2013,nd
Air,L._pelta,15,pel799,0.0824,0.2572,0.1344,0.0997,0.1299,pel799,0.1228,0.0302,0.1748,0.17911756,98.49,9/4/2013,9/11/2013,nd
Air,L._pelta,15,pel803,0.055,0.1571,0.0885,0.1107,0.1284,pel803,0.0686,0.0177,0.1021,0.10462187,67.31,9/4/2013,9/11/2013,nd
Air,L._pelta,15,pel853,0.0441,0.1261,0.0715,0.0979,0.1117,pel853,0.0546,0.0138,0.082,0.0840254,58.41,9/9/2013,9/13/2013,nd
Air,L._pelta,15,pel857,0.0446,0.1377,0.0761,0.0997,0.1153,pel857,0.0616,0.0156,0.0931,0.09539957,64.11,9/9/2013,9/13/2013,nd
Air,L._pelta,15,pel861,0.1258,0.3845,0.2079,0.0908,0.133,pel861,0.1766,0.0422,0.2587,0.26508989,127.31,9/9/2013,9/13/2013,nd
Air,L._pelta,15,pel892,0.1124,0.3353,0.1872,0.0873,0.1258,pel892,0.1481,0.0385,0.2229,0.22840563,127.44,9/9/2013,9/15/2013,nd
Air,L._pelta,15,pel896,0.0781,0.2534,0.1398,0.1039,0.1311,pel896,0.1136,0.0272,0.1753,0.17962991,86.02,9/9/2013,9/15/2013,nd
Air,L._pelta,15,pel900,0.1649,0.4561,0.2866,0.0817,0.1188,pel900,0.1695,0.0371,0.2912,0.29839264,123.65,9/9/2013,9/15/2013,nd
Air,L._pelta,20,pel126,0.0577,0.1563,nd,0.0778,0.0988,pel126,nd,0.021,0.0986,0.10103542,nd,7/20/2013,7/25/2013,nd
Air,L._pelta,20,pel128,0.0778,0.1923,nd,0.1076,0.1212,pel128,nd,0.0136,0.1145,0.11732815,nd,7/20/2013,7/25/2013,nd
Air,L._pelta,20,pel133,0.0349,0.09,nd,0.0805,0.0903,pel133,nd,0.0098,0.0551,0.05646097,nd,7/20/2013,7/25/2013,nd
Air,L._pelta,20,pel220,0.0504,0.1397,nd,0.067,0.084,pel220,nd,0.017,0.0893,0.09150571,nd,7/29/2013,8/2/2013,nd
Air,L._pelta,20,pel221,0.0577,0.1585,nd,0.0658,0.0846,pel221,nd,0.0188,0.1008,0.10328976,nd,7/29/2013,8/2/2013,nd
Air,L._pelta,20,pel226,0.1392,0.3667,nd,0.0631,0.1035,pel226,nd,0.0404,0.2275,0.23311925,nd,7/29/2013,8/2/2013,nd
Air,L._pelta,20,pel293,0.0818,0.2374,0.1261,0.0711,0.1017,pel293,0.1113,0.0306,0.1556,0.15944332,nd,8/5/2013,8/7/2013,nd
Air,L._pelta,20,pel295,0.0465,0.1272,nd,0.0722,0.0876,pel295,nd,0.0154,0.0807,0.08269329,nd,8/5/2013,8/7/2013,nd
Air,L._pelta,20,pel300,0.0735,0.2135,0.1172,0.0601,0.0867,pel300,0.0963,0.0266,0.14,0.143458,nd,8/5/2013,8/7/2013,nd
Air,L._pelta,20,pel356,0.1307,0.357,nd,0.1849,0.2281,pel356,nd,0.0432,0.2263,0.23188961,nd,8/9/2013,8/12/2013,nd
Air,L._pelta,20,pel357,0.101,0.2857,nd,0.1323,0.1731,pel357,nd,0.0408,0.1847,0.18926209,nd,8/9/2013,8/12/2013,nd
Air,L._pelta,20,pel359,0.0647,0.1891,nd,0.146,0.1714,pel359,nd,0.0254,0.1244,0.12747268,nd,8/9/2013,8/12/2013,nd
Air,L._pelta,20,pel508,0.1799,0.4826,0.2784,0.1321,0.1771,pel508,0.2042,0.045,0.3027,0.31017669,133.89,8/17/2013,8/21/2013,nd
Air,L._pelta,20,pel510,0.0884,0.2557,0.1388,0.1075,0.1348,pel510,0.1169,0.0273,0.1673,0.17143231,80.72,8/17/2013,8/21/2013,nd
Air,L._pelta,20,pel515,0.0925,0.2549,0.1399,0.0916,0.117,pel515,0.115,0.0254,0.1624,0.16641128,87.2,8/17/2013,8/21/2013,nd
Air,L._pelta,20,pel783,0.0887,0.2578,0.1427,0.1011,0.1296,pel783,0.1151,0.0285,0.1691,0.17327677,109.08,9/4/2013,9/11/2013,nd
Air,L._pelta,20,pel787,0.0486,0.1612,0.0813,0.0989,0.1185,pel787,0.0799,0.0196,0.1126,0.11538122,69.8,9/4/2013,9/11/2013,nd
Air,L._pelta,20,pel791,0.0976,0.2802,0.1616,0.0757,0.1042,pel791,0.1186,0.0285,0.1826,0.18711022,108.33,9/4/2013,9/11/2013,nd
Air,L._pelta,20,pel830,0.0626,0.1782,0.0955,0.1138,0.1359,pel830,0.0827,0.0221,0.1156,0.11845532,70.47,9/9/2013,9/13/2013,nd
Air,L._pelta,20,pel834,0.0685,0.2411,0.1131,0.1174,0.1493,pel834,0.128,0.0319,0.1726,0.17686322,89.82,9/9/2013,9/13/2013,nd
Air,L._pelta,20,pel838,0.0703,0.2265,0.1161,0.1134,0.1408,pel838,0.1104,0.0274,0.1562,0.16005814,83.33,9/9/2013,9/13/2013,nd
Air,L._pelta,20,pel903,0.1686,0.4884,0.2887,0.0798,0.1275,pel903,0.1997,0.0477,0.3198,0.32769906,156.86,9/9/2013,9/15/2013,nd
Air,L._pelta,20,pel907,0.1503,0.4361,0.2512,0.1037,0.1488,pel907,0.1849,0.0451,0.2858,0.29285926,124.83,9/9/2013,9/15/2013,nd
Air,L._pelta,20,pel911,0.0608,0.1889,0.1036,0.0928,0.1137,pel911,0.0853,0.0209,0.1281,0.13126407,73.7,9/9/2013,9/15/2013,nd
Air,L._pelta,25,pel104,0.0922,0.2456,nd,0.1185,0.1477,pel104,nd,0.0292,0.1534,0.15718898,nd,7/20/2013,7/23/2013,nd
Air,L._pelta,25,pel106,0.125,0.3222,nd,0.118,0.1545,pel106,nd,0.0365,0.1972,0.20207084,nd,7/20/2013,7/23/2013,nd
Air,L._pelta,25,pel111,0.0808,0.2045,nd,0.0836,0.1055,pel111,nd,0.0219,0.1237,0.12675539,nd,7/20/2013,7/23/2013,nd
Air,L._pelta,25,pel175,0.0809,0.2087,nd,0.0615,0.0848,pel175,nd,0.0233,0.1278,0.13095666,nd,7/25/2013,7/30/2013,nd
Air,L._pelta,25,pel182,0.1248,0.3017,nd,0.0579,0.0911,pel182,nd,0.0332,0.1769,0.18126943,nd,7/25/2013,7/30/2013,nd
Air,L._pelta,25,pel183,0.0931,0.2389,nd,0.0596,0.0878,pel183,nd,0.0282,0.1458,0.14940126,nd,7/25/2013,7/30/2013,nd
Air,L._pelta,25,pel302,0.1497,0.425,nd,0.0651,0.1042,pel302,nd,0.0391,0.2753,0.28209991,nd,8/6/2013,8/8/2013,nd
Air,L._pelta,25,pel310,0.0932,0.2635,nd,0.0682,0.0995,pel310,nd,0.0313,0.1703,0.17450641,nd,8/6/2013,8/8/2013,nd
Air,L._pelta,25,pel312,0.0609,0.1778,nd,0.0679,0.0894,pel312,nd,0.0215,0.1169,0.11978743,nd,8/6/2013,8/8/2013,nd
Air,L._pelta,25,pel387,0.0451,0.1034,0.0552,0.0476,0.0601,pel387,0.0482,0.0125,0.0583,0.05974001,55.65,8/12/2013,8/14/2013,nd
Air,L._pelta,25,pel391,0.0608,0.1424,nd,nd,nd,pel391,nd,nd,0.0816,0.08361552,69.82,8/12/2013,8/14/2013,nd
Air,L._pelta,25,pel396,0.0942,0.1785,0.1087,0.0865,0.1058,pel396,0.0698,0.0193,0.0843,0.08638221,77.91,8/12/2013,8/14/2013,nd
Air,L._pelta,25,pel554,0.0854,0.2496,0.1299,0.1049,0.1331,pel554,0.1197,0.0282,0.1642,0.16825574,105.91,8/21/2013,8/23/2013,nd
Air,L._pelta,25,pel559,0.1143,0.3186,0.1889,0.0993,0.1264,pel559,0.1297,0.0271,0.2043,0.20934621,104.58,8/21/2013,8/23/2013,nd
Air,L._pelta,25,pel564,0.0546,0.154,0.0821,0.1013,0.1195,pel564,0.0719,0.0182,0.0994,0.10185518,66.27,8/21/2013,8/23/2013,nd
Air,L._pelta,25,pel747,0.1695,0.4691,0.2736,0.0855,0.1329,pel747,0.1955,0.0474,0.2996,0.30700012,144.51,9/4/2013,9/9/2013,nd
Air,L._pelta,25,pel751,0.1135,0.3434,0.1901,0.0759,0.1151,pel751,0.1533,0.0392,0.2299,0.23557853,129.81,9/4/2013,9/9/2013,nd
Air,L._pelta,25,pel755,0.1035,0.2946,0.1716,0.0944,0.1279,pel755,0.123,0.0335,0.1911,0.19582017,101.75,9/4/2013,9/9/2013,nd
Air,L._pelta,25,pel818,0.0625,0.1814,0.0993,0.1196,0.1398,pel818,0.0821,0.0202,0.1189,0.12183683,80.92,9/9/2013,9/12/2013,nd
Air,L._pelta,25,pel822,0.1466,0.4112,0.2361,0.0861,0.1278,pel822,0.1751,0.0417,0.2646,0.27113562,135.97,9/9/2013,9/12/2013,nd
Air,L._pelta,25,pel826,0.1319,0.3247,0.2105,0.0838,0.1108,pel826,0.1142,0.027,0.1928,0.19756216,118.73,9/9/2013,9/12/2013,nd
Air,L._pelta,25,pel879,0.1483,0.4443,0.2531,0.1002,0.1464,pel879,0.1912,0.0462,0.296,0.3033112,141.59,9/9/2013,9/14/2013,nd
Air,L._pelta,25,pel883,0.0718,0.2229,0.1189,0.0937,0.1191,pel883,0.104,0.0254,0.1511,0.15483217,81.56,9/9/2013,9/14/2013,nd
Air,L._pelta,25,pel887,0.0942,0.2859,0.1616,0.0795,0.1092,pel887,0.1243,0.0297,0.1917,0.19643499,112.92,9/9/2013,9/14/2013,nd
Air,L._pelta,30,pel115,0.0975,0.2858,nd,0.0913,0.1241,pel115,nd,0.0328,0.1883,0.19295101,nd,7/20/2013,7/24/2013,nd
Air,L._pelta,30,pel116,0.1433,0.3895,nd,0.0779,0.1237,pel116,nd,0.0458,0.2462,0.25228114,nd,7/20/2013,7/24/2013,nd
Air,L._pelta,30,pel122,0.0683,0.1543,nd,0.0948,0.111,pel122,nd,0.0162,0.086,0.0881242,nd,7/20/2013,7/24/2013,nd
Air,L._pelta,30,pel282,0.0916,0.2309,0.1394,0.0669,0.0886,pel282,0.0915,0.0217,0.1393,0.14274071,nd,8/5/2013,8/7/2013,nd
Air,L._pelta,30,pel287,0.0965,0.2657,0.1497,0.0681,0.0954,pel287,0.116,0.0273,0.1692,0.17337924,nd,8/5/2013,8/7/2013,nd
Air,L._pelta,30,pel288,0.0753,0.2329,0.1167,0.0692,0.0982,pel288,0.1162,0.029,0.1576,0.16149272,nd,8/5/2013,8/7/2013,nd
Air,L._pelta,30,pel313,0.1508,0.4399,nd,0.0657,0.1224,pel313,nd,0.0567,0.2891,0.29624077,nd,8/6/2013,8/8/2013,nd
Air,L._pelta,30,pel316,0.1535,0.4375,nd,0.066,0.1178,pel316,nd,0.0518,0.284,0.2910148,nd,8/6/2013,8/8/2013,nd
Air,L._pelta,30,pel317,0.3195,0.8823,nd,0.0645,0.1654,pel317,nd,0.1009,0.5628,0.57670116,nd,8/6/2013,8/8/2013,nd
Air,L._pelta,30,pel411,0.0582,0.1776,0.0908,0.1176,0.141,pel411,0.0868,0.0234,0.1194,0.12234918,72.67,8/12/2013,8/16/2013,nd
Air,L._pelta,30,pel417,0.1098,0.3181,0.1744,0.1043,0.1337,pel417,0.1437,0.0294,0.2083,0.21344501,106.43,8/12/2013,8/16/2013,nd
Air,L._pelta,30,pel420,0.0327,0.1191,0.059,0.094,0.1067,pel420,0.0601,0.0127,0.0864,0.08853408,55.3,8/12/2013,8/16/2013,nd
Air,L._pelta,30,pel541,0.0545,0.1737,0.089,0.1354,0.1551,pel541,0.0847,0.0197,0.1192,0.12214424,69.88,8/17/2013,8/22/2013,nd
Air,L._pelta,30,pel545,0.1261,0.3537,0.1817,0.1081,0.1491,pel545,0.172,0.041,0.2276,0.23322172,121.11,8/17/2013,8/22/2013,nd
Air,L._pelta,30,pel549,0.0536,0.1685,0.0825,0.0959,0.1169,pel549,0.086,0.021,0.1149,0.11773803,72.61,8/17/2013,8/22/2013,nd
Air,L._pelta,30,pel638,0.0785,0.2243,0.1201,0.1091,0.1344,pel638,0.1042,0.0253,0.1458,0.14940126,107.68,8/30/2013,9/2/2013,nd
Air,L._pelta,30,pel642,0.0675,0.1809,0.1043,0.0888,0.1077,pel642,0.0766,0.0189,0.1134,0.11620098,90.29,8/30/2013,9/2/2013,chipped_shell
Air,L._pelta,30,pel646,0.0942,0.2667,0.1505,0.1071,0.135,pel646,0.1162,0.0279,0.1725,0.17676075,112.07,8/30/2013,9/2/2013,chipped_shell
Air,L._pelta,30,pel662,0.1551,0.4163,0.2321,0.1003,0.1458,pel662,0.1842,0.0455,0.2612,0.26765164,152.35,8/30/2013,9/3/2013,nd
Air,L._pelta,30,pel666,0.1209,0.3406,0.1866,0.1172,0.1531,pel666,0.154,0.0359,0.2197,0.22512659,127.65,8/30/2013,9/3/2013,nd
Air,L._pelta,30,pel670,0.1043,0.2991,0.1673,0.0947,0.1268,pel670,0.1318,0.0321,0.1948,0.19961156,123.18,8/30/2013,9/3/2013,nd
Air,L._pelta,30,pel736,0.1163,0.3478,0.1856,0.0894,0.1363,pel736,0.1622,0.0469,0.2315,0.23721805,120.2,9/4/2013,9/9/2013,nd
Air,L._pelta,30,pel740,0.1112,0.3149,0.1788,0.1002,0.1361,pel740,0.1361,0.0359,0.2037,0.20873139,126.55,9/4/2013,9/9/2013,nd
Air,L._pelta,30,pel744,0.1012,0.3186,0.1701,0.1053,0.1394,pel744,0.1485,0.0341,0.2174,0.22276978,122.5,9/4/2013,9/9/2013,nd
Air,L._pelta,32.5,pel481,0.1017,0.3377,0.1478,0.1614,0.2047,pel481,0.1899,0.0433,0.236,0.2418292,112.49,8/17/2013,8/20/2013,nd
Air,L._pelta,32.5,pel487,0.0535,0.1763,0.0841,0.1346,0.1574,pel487,0.0922,0.0228,0.1228,0.12583316,73.7,8/17/2013,8/20/2013,nd
Air,L._pelta,32.5,pel492,0.1125,0.2945,0.1801,0.1584,0.1831,pel492,0.1144,0.0247,0.182,0.1864954,101.71,8/17/2013,8/20/2013,nd
Air,L._pelta,32.5,pel518,0.0455,0.1381,0.0717,0.1151,0.1311,pel518,0.0664,0.016,0.0926,0.09488722,67.61,8/17/2013,8/21/2013,nd
Air,L._pelta,32.5,pel521,0.0632,0.1896,0.0955,0.0985,0.1204,pel521,0.0941,0.0219,0.1264,0.12952208,75.18,8/17/2013,8/21/2013,nd
Air,L._pelta,32.5,pel525,0.1153,0.2971,0.1698,0.0888,0.115,pel525,0.1273,0.0262,0.1818,0.18629046,93.91,8/17/2013,8/21/2013,nd
Air,L._pelta,32.5,pel580,0.1404,0.3983,0.224,0.1086,0.1474,pel580,0.1743,0.0388,0.2579,0.26427013,110.27,8/21/2013,8/26/2013,nd
Air,L._pelta,32.5,pel583,0.1026,0.2914,0.1551,0.1072,0.1423,pel583,0.1363,0.0351,0.1888,0.19346336,97.39,8/21/2013,8/26/2013,nd
Air,L._pelta,32.5,pel587,0.1566,0.395,0.242,0.122,0.1582,pel587,0.153,0.0362,0.2384,0.24428848,124.92,8/21/2013,8/26/2013,nd
Air,L._pelta,32.5,pel601,0.0718,0.2083,0.1094,0.0991,0.1242,pel601,0.0989,0.0251,0.1365,0.13987155,98.13,8/21/2013,8/27/2013,nd
Air,L._pelta,32.5,pel608,0.0721,0.2114,0.1214,0.1297,0.1498,pel608,0.09,0.0201,0.1393,0.14274071,84.88,8/21/2013,8/27/2013,nd
Air,L._pelta,32.5,pel610,0.1202,0.3293,0.1924,0.1447,0.1794,pel610,0.1369,0.0347,0.2091,0.21426477,111.22,8/21/2013,8/27/2013,nd
Air,L._pelta,35,pel137,0.136,0.3987,nd,0.055,0.0999,pel137,nd,0.0449,0.2627,0.26918869,nd,7/23/2013,7/26/2013,nd
Air,L._pelta,35,pel141,0.0964,0.3074,nd,0.0703,0.1091,pel141,nd,0.0388,0.211,0.2162117,nd,7/23/2013,7/26/2013,nd
Air,L._pelta,35,pel144,0.058,0.1795,nd,0.0748,0.0976,pel144,nd,0.0228,0.1215,0.12450105,nd,7/23/2013,7/26/2013,nd
Air,L._pelta,35,pel208,0.0715,0.1955,nd,0.0615,0.0828,pel208,nd,0.0213,0.124,0.1270628,nd,7/29/2013,8/1/2013,nd
Air,L._pelta,35,pel215,0.1872,0.4903,nd,0.0707,0.1275,pel215,nd,0.0568,0.3031,0.31058657,nd,7/29/2013,8/1/2013,nd
Air,L._pelta,35,pel219,0.0723,0.1883,nd,0.0599,0.0829,pel219,nd,0.023,0.116,0.1188652,nd,7/29/2013,8/1/2013,nd
Air,L._pelta,35,pel341,0.0661,0.2072,nd,0.0715,0.0986,pel341,nd,0.0271,0.1411,0.14458517,nd,8/6/2013,8/9/2013,nd
Air,L._pelta,35,pel346,0.0579,0.1625,nd,0.0693,0.0867,pel346,nd,0.0174,0.1046,0.10718362,nd,8/6/2013,8/9/2013,nd
Air,L._pelta,35,pel348,0.0629,0.1646,nd,0.0711,0.0892,pel348,nd,0.0181,0.1017,0.10421199,nd,8/6/2013,8/9/2013,nd
Air,L._pelta,35,pel421,0.1235,0.3627,0.1984,0.1525,0.1933,pel421,0.1643,0.0408,0.2392,0.24510824,125.61,8/12/2013,8/17/2013,nd
Air,L._pelta,35,pel426,0.0518,0.1522,0.0799,0.1317,0.1482,pel426,0.0723,0.0165,0.1004,0.10287988,70.18,8/12/2013,8/17/2013,nd
Air,L._pelta,35,pel429,0.0972,0.3055,0.1579,0.1265,0.1651,pel429,0.1476,0.0386,0.2083,0.21344501,115.76,8/12/2013,8/17/2013,nd
Air,L._pelta,35,pel566,0.0591,0.1969,0.1073,0.0871,0.1098,pel566,0.0896,0.0227,0.1378,0.14120366,78.5,8/21/2013,8/24/2013,nd
Air,L._pelta,35,pel570,0.089,0.2515,0.1358,0.0814,0.1108,pel570,0.1157,0.0294,0.1625,0.16651375,98.61,8/21/2013,8/24/2013,nd
Air,L._pelta,35,pel573,0.0457,0.1381,0.0714,0.0982,0.1158,pel573,0.0667,0.0176,0.0924,0.09468228,58.02,8/21/2013,8/24/2013,nd
Air,L._pelta,35,pel650,0.0859,0.2466,0.1383,0.1146,0.1408,pel650,0.1083,0.0262,0.1607,0.16466929,115.89,8/30/2013,9/2/2013,chipped_shell
Air,L._pelta,35,pel654,0.2222,0.5788,0.3378,0.1026,0.1635,pel654,0.241,0.0609,0.3566,0.36540802,176.48,8/30/2013,9/2/2013,nd
Air,L._pelta,35,pel657,0.0648,0.1756,0.0957,0.1246,0.1438,pel657,0.0799,0.0192,0.1108,0.11353676,89.6,8/30/2013,9/2/2013,nd
Air,L._pelta,35,pel687,0.1517,0.4363,0.2409,0.1245,0.1695,pel687,0.1954,0.045,0.2846,0.29162962,164.8,8/30/2013,9/4/2013,nd
Air,L._pelta,35,pel691,0.1071,0.3674,0.2268,0.0958,0.1311,pel691,0.1406,0.0353,0.2603,0.26672941,125.76,8/30/2013,9/4/2013,nd
